Radiant_Temp,Humidity,Air_Velocity,Optimal_Air_Temp,Min_Abs_PMV
14.0,75,1.0,29.0,0.06103664670866039
14.0,75,1.1,31.0,3.4134103083229688
14.0,75,1.2000000000000002,18.5,0.0761206841294571
14.0,75,1.3,,inf
14.0,75,1.4000000000000001,,inf
14.0,75,1.5,,inf
14.0,75,1.6,,inf
14.0,80,0.0,31.5,0.020250484601590086
14.0,80,0.1,31.0,0.018200559741713668
14.0,80,0.2,30.5,0.04951293010988346
14.0,80,0.30000000000000004,30.0,0.028391394741308845
14.0,80,0.4,29.5,0.03667814216206115
14.0,80,0.5,29.5,0.011572016071184004
14.0,80,0.6000000000000001,29.5,0.05150786582408452
14.0,80,0.7000000000000001,29.0,0.06545637510122596
14.0,80,0.8,29.0,0.04020933160565726
14.0,80,0.9,29.0,0.01800280898665723
14.0,80,1.0,29.0,0.002637331805901956
14.0,80,1.1,31.0,3.347912214417146
14.0,80,1.2000000000000002,18.5,0.10717099984563232
14.0,80,1.3,,inf
14.0,80,1.4000000000000001,,inf
14.0,80,1.5,,inf
14.0,80,1.6,,inf
14.0,85,0.0,31.0,0.018510212337271355
14.0,85,0.1,31.0,0.04729753416410894
14.0,85,0.2,30.0,0.004443155411526857
14.0,85,0.30000000000000004,29.5,0.037968276895454456
14.0,85,0.4,29.5,0.023429958894526304
14.0,85,0.5,29.0,0.07074820797960475
14.0,85,0.6000000000000001,29.0,0.036222456701457725
14.0,85,0.7000000000000001,29.0,0.007057060198467
14.0,85,0.8,29.0,0.018189983297101704
14.0,85,0.9,29.0,0.04039650591610173
14.0,85,1.0,29.0,0.055761983096857
14.0,85,1.1,31.0,3.2824141205113233
14.0,85,1.2000000000000002,18.5,0.138221315561807
14.0,85,1.3,,inf
14.0,85,1.4000000000000001,,inf
14.0,85,1.5,,inf
14.0,85,1.6,,inf
14.0,90,0.0,31.0,0.04698788156855177
14.0,90,0.1,30.5,0.010360195004476169
14.0,90,0.2,30.0,0.05741705648310239
14.0,90,0.30000000000000004,29.5,0.022139824161133
14.0,90,0.4,29.0,0.05403065772953428
14.0,90,0.5,29.0,0.012348893076846319
14.0,90,0.6000000000000001,29.0,0.022176858201300713
14.0,90,0.7000000000000001,29.0,0.051342254704291435
14.0,90,0.8,29.0,0.07658929819986014
14.0,90,0.9,28.5,0.062286939791270916
14.0,90,1.0,28.5,0.04914146768780378
14.0,90,1.1,31.0,3.2169160266055
14.0,90,1.2000000000000002,18.5,0.1692716312779822
14.0,90,1.3,,inf
14.0,90,1.4000000000000001,,inf
14.0,90,1.5,,inf
14.0,90,1.6,,inf
14.5,10,0.0,35.0,0.2899370877942815
14.5,10,0.1,35.0,0.28379514328504085
14.5,10,0.2,35.0,0.035088898279978874
14.5,10,0.30000000000000004,34.0,0.0334729629781533
14.5,10,0.4,33.0,0.054677830759912976
14.5,10,0.5,33.0,0.036933703060839575
14.5,10,0.6000000000000001,32.5,0.009801793995091042
14.5,10,0.7000000000000001,32.5,0.04950372821247162
14.5,10,0.8,32.0,0.029751062276387165
14.5,10,0.9,32.0,0.011867840131822922
14.5,10,1.0,32.0,0.036448806238274456
14.5,10,1.1,15.0,5.896548430668054
14.5,10,1.2000000000000002,15.0,7.344421453338751
14.5,10,1.3,,inf
14.5,10,1.4000000000000001,,inf
14.5,10,1.5,,inf
14.5,10,1.6,,inf
14.5,15,0.0,35.0,0.20796333086480262
14.5,15,0.1,35.0,0.20182138635556196
14.5,15,0.2,34.5,0.023676629698150528
14.5,15,0.30000000000000004,33.5,0.006615688239148161
14.5,15,0.4,33.0,0.01865733452298282
14.5,15,0.5,32.5,0.00876310199059528
14.5,15,0.6000000000000001,32.5,0.06150150050701052
14.5,15,0.7000000000000001,32.0,0.008096539765567647
14.5,15,0.8,32.0,0.03956942447675195
14.5,15,0.9,31.5,0.05489588934603578
14.5,15,1.0,31.5,0.031662112117096027
14.5,15,1.1,15.0,5.871685964008389
14.5,15,1.2000000000000002,15.0,7.319558986679085
14.5,15,1.3,,inf
14.5,15,1.4000000000000001,,inf
14.5,15,1.5,,inf
14.5,15,1.6,,inf
14.5,20,0.0,35.0,0.12598957393532376
14.5,20,0.1,35.0,0.11984762942608308
14.5,20,0.2,34.0,0.007958794247542563
14.5,20,0.30000000000000004,33.0,0.024352908628216003
14.5,20,0.4,32.5,0.022530109660351502
14.5,20,0.5,32.0,0.058386850291248356
14.5,20,0.6000000000000001,32.0,0.006487256478578912
14.5,20,0.7000000000000001,32.0,0.06122394698757094
14.5,20,0.8,31.5,0.025833912668694673
14.5,20,0.9,31.5,0.01248985710187575
14.5,20,1.0,31.5,0.03572363433081551
14.5,20,1.1,15.0,5.846823497348724
14.5,20,1.2000000000000002,15.0,7.29469652001942
14.5,20,1.3,,inf
14.5,20,1.4000000000000001,,inf
14.5,20,1.5,,inf
14.5,20,1.6,,inf
14.5,25,0.0,35.0,0.04401581700584435
14.5,25,0.1,35.0,0.03787387249660368
14.5,25,0.2,33.5,0.011910303350543891
14.5,25,0.30000000000000004,33.0,0.04898225665468032
14.5,25,0.4,32.5,0.048773184841750056
14.5,25,0.5,32.0,0.010933636461890755
14.5,25,0.6000000000000001,31.5,0.05231521771827563
14.5,25,0.7000000000000001,31.5,0.0019925799747976245
14.5,25,0.8,31.5,0.04155183377921686
14.5,25,0.9,31.0,0.06028061913477956
14.5,25,1.0,31.0,0.03829785457044079
14.5,25,1.1,15.0,5.8219610306890575
14.5,25,1.2000000000000002,15.0,7.269834053359753
14.5,25,1.3,,inf
14.5,25,1.4000000000000001,,inf
14.5,25,1.5,,inf
14.5,25,1.6,,inf
14.5,30,0.0,35.0,0.037957939923634526
14.5,30,0.1,34.5,0.038357556480972
14.5,30,0.2,33.0,0.0357805024795136
14.5,30,0.30000000000000004,32.5,0.012018620654161087
14.5,30,0.4,32.0,0.001729064382155815
14.5,30,0.5,31.5,0.04440959770821037
14.5,30,0.6000000000000001,31.5,0.015070528729635905
14.5,30,0.7000000000000001,31.5,0.06539316647311391
14.5,30,0.8,31.0,0.02960909623014769
14.5,30,0.9,31.0,0.00521747477104304
14.5,30,1.0,31.0,0.027200239335381814
14.5,30,1.1,15.0,5.797098564029392
14.5,30,1.2000000000000002,15.0,7.244971586700088
14.5,30,1.3,,inf
14.5,30,1.4000000000000001,,inf
14.5,30,1.5,,inf
14.5,30,1.6,,inf
14.5,35,0.0,34.5,0.02480727933021954
14.5,35,0.1,34.5,0.041377797457082324
14.5,35,0.2,33.0,0.0375546628033822
14.5,35,0.30000000000000004,32.0,0.028714980868349792
14.5,35,0.4,31.5,0.04899964570402892
14.5,35,0.5,31.5,0.022976148739701167
14.5,35,0.6000000000000001,31.0,0.04926949016800968
14.5,35,0.7000000000000001,31.0,0.0035234281611705455
14.5,35,0.8,31.0,0.035888997675675965
14.5,35,0.9,31.0,0.0707155686768667
14.5,35,1.0,30.5,0.05247155422533651
14.5,35,1.1,15.0,5.772236097369727
14.5,35,1.2000000000000002,15.0,7.220109120040423
14.5,35,1.3,,inf
14.5,35,1.4000000000000001,,inf
14.5,35,1.5,,inf
14.5,35,1.6,,inf
14.5,40,0.0,34.0,0.00822218407348915
14.5,40,0.1,34.0,0.03457560600106975
14.5,40,0.2,32.5,0.007797589660531176
14.5,40,0.30000000000000004,32.0,0.04060550588478879
14.5,40,0.4,31.5,0.018386100743883138
14.5,40,0.5,31.0,0.03785408437258782
14.5,40,0.6000000000000001,31.0,0.01622860373781292
14.5,40,0.7000000000000001,31.0,0.06197466574465206
14.5,40,0.8,30.5,0.04045710387975852
14.5,40,0.9,30.5,0.009130076933341358
14.5,40,1.0,30.5,0.01118501095641707
14.5,40,1.1,15.0,5.747373630710061
14.5,40,1.2000000000000002,15.0,7.1952466533807575
14.5,40,1.3,,inf
14.5,40,1.4000000000000001,,inf
14.5,40,1.5,,inf
14.5,40,1.6,,inf
14.5,45,0.0,33.5,0.011536935537331738
14.5,45,0.1,33.5,0.02384337594368576
14.5,45,0.2,32.0,0.025623306960355217
14.5,45,0.30000000000000004,31.5,0.0056935911801515755
14.5,45,0.4,31.0,0.03777849082775182
14.5,45,0.5,31.0,0.027644009533235314
14.5,45,0.6000000000000001,30.5,0.05342218371876095
14.5,45,0.7000000000000001,30.5,0.012255256664637717
14.5,45,0.8,30.5,0.02319946130199559
14.5,45,0.9,30.5,0.05452648824841275
14.5,45,1.0,30.0,0.07388533974716208
14.5,45,1.1,15.0,5.722511164050395
14.5,45,1.2000000000000002,15.0,7.170384186721092
14.5,45,1.3,,inf
14.5,45,1.4000000000000001,,inf
14.5,45,1.5,,inf
14.5,45,1.6,,inf
14.5,50,0.0,33.0,0.03427742657684158
14.5,50,0.1,33.0,0.009326706561374352
14.5,50,0.2,32.0,0.0436971797927839
14.5,50,0.30000000000000004,31.0,0.055440984435663566
14.5,50,0.4,31.0,0.027719603078070778
14.5,50,0.5,30.5,0.038447435403081154
14.5,50,0.6000000000000001,30.5,0.010234381462992104
14.5,50,0.7000000000000001,30.5,0.051401308517115336
14.5,50,0.8,30.0,0.05828690047838729
14.5,50,0.9,30.0,0.03025568856757801
14.5,50,1.0,30.0,0.012025127852532833
14.5,50,1.1,15.0,5.69764869739073
14.5,50,1.2000000000000002,15.0,7.145521720061426
14.5,50,1.3,,inf
14.5,50,1.4000000000000001,,inf
14.5,50,1.5,,inf
14.5,50,1.6,,inf
14.5,55,0.0,33.0,0.03905773870605422
14.5,55,0.1,32.5,0.008832428571372402
14.5,55,0.2,31.5,0.004814938656788139
14.5,55,0.30000000000000004,31.0,0.010057109470159566
14.5,55,0.4,30.5,0.033656038846367024
14.5,55,0.5,30.5,0.025209129778672953
14.5,55,0.6000000000000001,30.0,0.06450697567925018
14.5,55,0.7000000000000001,30.0,0.02792172885257243
14.5,55,0.8,30.0,0.003573311416242484
14.5,55,0.9,30.0,0.03160452332705176
14.5,55,1.0,30.0,0.049835084042096946
14.5,55,1.1,15.0,5.672786230731065
14.5,55,1.2000000000000002,15.0,7.120659253401761
14.5,55,1.3,,inf
14.5,55,1.4000000000000001,,inf
14.5,55,1.5,,inf
14.5,55,1.6,,inf
14.5,60,0.0,32.5,0.011499457719558894
14.5,60,0.1,32.0,0.03049546542839742
14.5,60,0.2,31.0,0.03741340694314163
14.5,60,0.30000000000000004,30.5,0.0448494625481175
14.5,60,0.4,30.5,0.030000526335386555
14.5,60,0.5,30.0,0.04592430013253995
14.5,60,0.6000000000000001,30.0,0.002646763784620398
14.5,60,0.7000000000000001,30.0,0.03393848304205735
14.5,60,0.8,30.0,0.06543352331087227
14.5,60,0.9,29.5,0.05849793898550428
14.5,60,1.0,29.5,0.04214303966171382
14.5,60,1.1,15.0,5.647923764071399
14.5,60,1.2000000000000002,15.0,7.095796786742096
14.5,60,1.3,,inf
14.5,60,1.4000000000000001,,inf
14.5,60,1.5,,inf
14.5,60,1.6,,inf
14.5,65,0.0,32.0,0.01864628919820303
14.5,65,0.1,32.0,0.03882502132474169
14.5,65,0.2,31.0,0.028084686962680978
14.5,65,0.30000000000000004,30.5,0.01880710263363608
14.5,65,0.4,30.0,0.036367880166820486
14.5,65,0.5,30.0,0.01593591176208877
14.5,65,0.6000000000000001,30.0,0.059213448110008324
14.5,65,0.7000000000000001,29.5,0.05026389719261997
14.5,65,0.8,29.5,0.022559330714846372
14.5,65,0.9,29.5,0.0016101620710836984
14.5,65,1.0,29.5,0.017965061394874162
14.5,65,1.1,15.0,5.623061297411733
14.5,65,1.2000000000000002,15.0,7.070934320082429
14.5,65,1.3,,inf
14.5,65,1.4000000000000001,,inf
14.5,65,1.5,,inf
14.5,65,1.6,,inf
14.5,70,0.0,32.0,0.05067419755493556
14.5,70,0.1,31.5,0.011857577662571471
14.5,70,0.2,30.5,0.019202573600422688
14.5,70,0.30000000000000004,30.0,0.041041319955009856
14.5,70,0.4,30.0,0.02549233172780929
14.5,70,0.5,29.5,0.060026698879987156
14.5,70,0.6000000000000001,29.5,0.02215683002771461
14.5,70,0.7000000000000001,29.5,0.009844203863967489
14.5,70,0.8,29.5,0.03754877034174108
14.5,70,0.9,29.5,0.061718263127671154
14.5,70,1.0,29.5,0.07807316245146162
14.5,70,1.1,15.0,5.598198830752068
14.5,70,1.2000000000000002,15.0,7.046071853422765
14.5,70,1.3,,inf
14.5,70,1.4000000000000001,,inf
14.5,70,1.5,,inf
14.5,70,1.6,,inf
14.5,75,0.0,31.5,0.016322965763998904
14.5,75,0.1,31.0,0.018301969132145587
14.5,75,0.2,30.5,0.04445399158133089
14.5,75,0.30000000000000004,30.0,0.020818891939619923
14.5,75,0.4,29.5,0.04565696141202456
14.5,75,0.5,29.5,8.140217660030045e-05
14.5,75,0.6000000000000001,29.5,0.03795127102887285
14.5,75,0.7000000000000001,29.5,0.06995230492055494
14.5,75,0.8,29.0,0.05529777993564917
14.5,75,0.9,29.0,0.03442224926618072
14.5,75,1.0,29.0,0.020492117814401967
14.5,75,1.1,15.0,5.573336364092404
14.5,75,1.2000000000000002,15.0,7.0212093867631
14.5,75,1.3,,inf
14.5,75,1.4000000000000001,,inf
14.5,75,1.5,,inf
14.5,75,1.6,,inf
14.5,80,0.0,31.0,0.02010288979593354
14.5,80,0.1,31.0,0.047196124773677545
14.5,80,0.2,30.0,0.007676752646304281
14.5,80,0.30000000000000004,29.5,0.04376044522659251
14.5,80,0.4,29.5,0.014451139644562896
14.5,80,0.5,29.5,0.06018950323318776
14.5,80,0.6000000000000001,29.0,0.048045036348421256
14.5,80,0.7000000000000001,29.0,0.020630736763655205
14.5,80,0.8,29.0,0.0031015349671092694
14.5,80,0.9,29.0,0.023977065636577713
14.5,80,1.0,29.0,0.037907197088356465
14.5,80,1.1,15.0,5.548473897432737
14.5,80,1.2000000000000002,15.0,6.996346920103434
14.5,80,1.3,,inf
14.5,80,1.4000000000000001,,inf
14.5,80,1.5,,inf
14.5,80,1.6,,inf
14.5,85,0.0,31.0,0.045395204109889065
14.5,85,0.1,30.5,0.012128775118650252
14.5,85,0.2,30.0,0.054183459248325495
14.5,85,0.30000000000000004,29.5,0.016347655829994943
14.5,85,0.4,29.0,0.06127343437366108
14.5,85,0.5,29.0,0.022104556859354786
14.5,85,0.6000000000000001,29.0,0.010354278554337707
14.5,85,0.7000000000000001,29.0,0.03776857813910375
14.5,85,0.8,29.0,0.06150084986986823
14.5,85,0.9,28.5,0.07702397143484739
14.5,85,1.0,28.5,0.06526979623680378
14.5,85,1.1,15.0,5.523611430773072
14.5,85,1.2000000000000002,15.0,6.971484453443769
14.5,85,1.3,,inf
14.5,85,1.4000000000000001,,inf
14.5,85,1.5,,inf
14.5,85,1.6,,inf
14.5,90,0.0,30.5,0.005277906870251621
14.5,90,0.1,30.0,0.025837435404040463
14.5,90,0.2,29.5,0.002581698851953345
14.5,90,0.30000000000000004,29.0,0.05275791664835668
14.5,90,0.4,29.0,0.002874119470902646
14.5,90,0.5,29.0,0.03629475804340365
14.5,90,0.6000000000000001,29.0,0.06875359345709614
14.5,90,0.7000000000000001,28.5,0.057242619510081784
14.5,90,0.8,28.5,0.03748452893557542
14.5,90,0.9,28.5,0.02029102071316873
14.5,90,1.0,28.5,0.008536845515125109
14.5,90,1.1,15.0,5.498748964113407
14.5,90,1.2000000000000002,15.0,6.946621986784104
14.5,90,1.3,,inf
14.5,90,1.4000000000000001,,inf
14.5,90,1.5,,inf
14.5,90,1.6,,inf
15.0,10,0.0,35.0,0.22844623488734192
15.0,10,0.1,35.0,0.21831259980085982
15.0,10,0.2,34.5,0.0025922571585965497
15.0,10,0.30000000000000004,33.5,0.014444366852538748
15.0,10,0.4,33.0,0.0034864520180976277
15.0,10,0.5,32.5,0.03136399815862587
15.0,10,0.6000000000000001,32.5,0.03683062197443966
15.0,10,0.7000000000000001,32.0,0.0325137842586381
15.0,10,0.8,32.0,0.013636464913779308
15.0,10,0.9,32.0,0.05391682400036012
15.0,10,1.0,31.5,0.05873821436955096
15.0,10,1.1,29.5,4.194655845106507
15.0,10,1.2000000000000002,15.0,83.02802832845057
15.0,10,1.3,,inf
15.0,10,1.4000000000000001,,inf
15.0,10,1.5,,inf
15.0,10,1.6,,inf
15.0,15,0.0,35.0,0.14647247795786303
15.0,15,0.1,35.0,0.13633884287138096
15.0,15,0.2,34.0,0.010911328386806309
15.0,15,0.30000000000000004,33.0,0.043302706778968664
15.0,15,0.4,32.5,0.04261464239422144
15.0,15,0.5,32.5,0.03993929634347569
15.0,15,0.6000000000000001,32.0,0.016175422197804764
15.0,15,0.7000000000000001,32.0,0.03680670249450101
15.0,15,0.8,31.5,0.049808565787434665
15.0,15,0.9,31.5,0.012817874922786684
15.0,15,1.0,31.5,0.008647532078361095
15.0,15,1.1,29.5,4.134547744049919
15.0,15,1.2000000000000002,15.0,83.0031658617909
15.0,15,1.3,,inf
15.0,15,1.4000000000000001,,inf
15.0,15,1.5,,inf
15.0,15,1.6,,inf
15.0,20,0.0,35.0,0.06449872102838416
15.0,20,0.1,35.0,0.05436508594190207
15.0,20,0.2,33.5,0.028618313077489525
15.0,20,0.30000000000000004,33.0,0.030032458503927134
15.0,20,0.4,32.5,0.02868865210788012
15.0,20,0.5,32.0,0.009658184505535829
15.0,20,0.6000000000000001,32.0,0.05314506455533382
15.0,20,0.7000000000000001,31.5,0.024449612089836453
15.0,20,0.8,31.5,0.017577180660476865
15.0,20,0.9,31.5,0.05456787152512485
15.0,20,1.0,31.0,0.06338299551172051
15.0,20,1.1,29.5,4.074439642993332
15.0,20,1.2000000000000002,15.0,82.97830339513123
15.0,20,1.3,,inf
15.0,20,1.4000000000000001,,inf
15.0,20,1.5,,inf
15.0,20,1.6,,inf
15.0,25,0.0,35.0,0.01747503590109524
15.0,25,0.1,35.0,0.027608670987577334
15.0,25,0.2,33.5,0.0467987976862203
15.0,25,0.30000000000000004,32.5,0.0048709870197668845
15.0,25,0.4,32.0,0.016345275583619246
15.0,25,0.5,32.0,0.059662302247603285
15.0,25,0.6000000000000001,31.5,0.005632023365194195
15.0,25,0.7000000000000001,31.5,0.04293613435807508
15.0,25,0.8,31.0,0.051675254247501114
15.0,25,0.9,31.0,0.018186156139966082
15.0,25,1.0,31.0,0.0021150983941020983
15.0,25,1.1,29.5,4.014331541936745
15.0,25,1.2000000000000002,15.0,82.95344092847157
15.0,25,1.3,,inf
15.0,25,1.4000000000000001,,inf
15.0,25,1.5,,inf
15.0,25,1.6,,inf
15.0,30,0.0,34.5,0.006794117831678162
15.0,30,0.1,34.5,0.02715347971607794
15.0,30,0.2,33.0,0.022957673274274594
15.0,30,0.30000000000000004,32.0,0.043593452968759064
15.0,30,0.4,32.0,0.05297521116951881
15.0,30,0.5,31.5,0.004345341401565083
15.0,30,0.6000000000000001,31.5,0.061753723082717336
15.0,30,0.7000000000000001,31.0,0.024068350283807032
15.0,30,0.8,31.0,0.01382283965832149
15.0,30,0.9,31.0,0.04731193776585652
15.0,30,1.0,31.0,0.0676131922999247
15.0,30,1.1,29.5,3.954223440880157
15.0,30,1.2000000000000002,15.0,82.9285784618119
15.0,30,1.3,,inf
15.0,30,1.4000000000000001,,inf
15.0,30,1.5,,inf
15.0,30,1.6,,inf
15.0,35,0.0,34.0,0.0072925085150491765
15.0,35,0.1,34.0,0.022564985995105133
15.0,35,0.2,32.5,0.0047384445190864054
15.0,35,0.30000000000000004,32.0,0.02572703378438005
15.0,35,0.4,31.5,0.0022738881447409917
15.0,35,0.5,31.0,0.05457096024441917
15.0,35,0.6000000000000001,31.0,0.0025609149724365836
15.0,35,0.7000000000000001,31.0,0.041429743622016624
15.0,35,0.8,30.5,0.06065818879595044
15.0,35,0.9,30.5,0.030473664961452693
15.0,35,1.0,30.5,0.011964982002595619
15.0,35,1.1,29.5,3.894115339823569
15.0,35,1.2000000000000002,15.0,82.90371599515225
15.0,35,1.3,,inf
15.0,35,1.4000000000000001,,inf
15.0,35,1.5,,inf
15.0,35,1.6,,inf
15.0,40,0.0,33.5,0.0245880599941441
15.0,40,0.1,33.5,0.013994316601331689
15.0,40,0.2,32.0,0.03614743903014672
15.0,40,0.30000000000000004,31.5,0.018608987128233997
15.0,40,0.4,31.0,0.051975661736298445
15.0,40,0.5,31.0,0.01092713366140344
15.0,40,0.6000000000000001,31.0,0.06293717893338602
15.0,40,0.7000000000000001,30.5,0.03093420288931156
15.0,40,0.8,30.5,0.0029983763858031426
15.0,40,0.9,30.5,0.03318290022030089
15.0,40,1.0,30.5,0.051691583179157966
15.0,40,1.1,29.5,3.8340072387669815
15.0,40,1.2000000000000002,15.0,82.87885352849258
15.0,40,1.3,,inf
15.0,40,1.4000000000000001,,inf
15.0,40,1.5,,inf
15.0,40,1.6,,inf
15.0,45,0.0,33.0,0.04489650425300537
15.0,45,0.1,33.0,0.001587676293850865
15.0,45,0.2,32.0,0.033173047722991865
15.0,45,0.30000000000000004,31.5,0.04877675931967701
15.0,45,0.4,31.0,0.013522432169524685
15.0,45,0.5,30.5,0.05329649828883974
15.0,45,0.6000000000000001,30.5,0.006688232748822134
15.0,45,0.7000000000000001,30.5,0.03272236229244255
15.0,45,0.8,30.5,0.06665494156755725
15.0,45,0.9,30.0,0.05016353598991603
15.0,45,1.0,30.0,0.03329417507103437
15.0,45,1.1,29.5,3.7738991377103943
15.0,45,1.2000000000000002,15.0,82.85399106183291
15.0,45,1.3,,inf
15.0,45,1.4000000000000001,,inf
15.0,45,1.5,,inf
15.0,45,1.6,,inf
15.0,50,0.0,33.0,0.028438661029890427
15.0,50,0.1,32.5,0.014511033627130097
15.0,50,0.2,31.5,0.0037453490139375714
15.0,50,0.30000000000000004,31.0,0.0009422901706709985
15.0,50,0.4,30.5,0.045984289755093416
15.0,50,0.5,30.5,0.010360066892913314
15.0,50,0.6000000000000001,30.5,0.056968332432930924
15.0,50,0.7000000000000001,30.0,0.04477988402818976
15.0,50,0.8,30.0,0.014807867550610258
15.0,50,0.9,30.0,0.011696675904713218
15.0,50,1.0,30.0,0.02856603682359488
15.0,50,1.1,29.5,3.7137910366538067
15.0,50,1.2000000000000002,15.0,82.82912859517324
15.0,50,1.3,,inf
15.0,50,1.4000000000000001,,inf
15.0,50,1.5,,inf
15.0,50,1.6,,inf
15.0,55,0.0,32.5,0.003284752155057812
15.0,55,0.1,32.0,0.03416269718783054
15.0,55,0.2,31.0,0.04405692830402944
15.0,55,0.30000000000000004,30.5,0.053978981884526815
15.0,55,0.4,30.5,0.01767227542666069
15.0,55,0.5,30.0,0.0589507203844372
15.0,55,0.6000000000000001,30.0,0.017747653665573473
15.0,55,0.7000000000000001,30.0,0.017080327866440013
15.0,55,0.8,30.0,0.04705234434401952
15.0,55,0.9,30.0,0.073556887799343
15.0,55,1.0,29.5,0.0615836328496174
15.0,55,1.1,29.5,3.653682935597219
15.0,55,1.2000000000000002,15.0,82.80426612851358
15.0,55,1.3,,inf
15.0,55,1.4000000000000001,,inf
15.0,55,1.5,,inf
15.0,55,1.6,,inf
15.0,60,0.0,32.0,0.024474656141888283
15.0,60,0.1,32.0,0.03515778956530804
15.0,60,0.2,31.0,0.021441165601793162
15.0,60,0.30000000000000004,30.5,0.009677583297226764
15.0,60,0.4,30.0,0.046872384349894734
15.0,60,0.5,30.0,0.0029094915101925715
15.0,60,0.6000000000000001,30.0,0.044112558229056305
15.0,60,0.7000000000000001,29.5,0.0653455123972793
15.0,60,0.8,29.5,0.03933605721404754
15.0,60,0.9,29.5,0.016143137189734407
15.0,60,1.0,29.5,0.0014755317930299386
15.0,60,1.1,29.5,3.593574834540632
15.0,60,1.2000000000000002,15.0,82.77940366185392
15.0,60,1.3,,inf
15.0,60,1.4000000000000001,,inf
15.0,60,1.5,,inf
15.0,60,1.6,,inf
15.0,65,0.0,32.0,0.04484583061125083
15.0,65,0.1,31.5,0.010153662845187405
15.0,65,0.2,30.5,0.023975442854048942
15.0,65,0.30000000000000004,30.0,0.048346126710292606
15.0,65,0.4,30.0,0.014987827544733991
15.0,65,0.5,30.0,0.0647697034048213
15.0,65,0.6000000000000001,29.5,0.0354802424472925
15.0,65,0.7000000000000001,29.5,0.005237411340691318
15.0,65,0.8,29.5,0.02077204384254044
15.0,65,0.9,29.5,0.04396496386685358
15.0,65,1.0,29.5,0.058632569263558046
15.0,65,1.1,29.5,3.533466733484044
15.0,65,1.2000000000000002,15.0,82.75454119519424
15.0,65,1.3,,inf
15.0,65,1.4000000000000001,,inf
15.0,65,1.5,,inf
15.0,65,1.6,,inf
15.0,70,0.0,31.5,0.012856984724454625
15.0,70,0.1,31.0,0.018089643708102936
15.0,70,0.2,30.5,0.03968112232770517
15.0,70,0.30000000000000004,30.0,0.013514085184337174
15.0,70,0.4,29.5,0.054381959124458895
15.0,70,0.5,29.5,0.011166613049431928
15.0,70,0.6000000000000001,29.5,0.024627858609294957
15.0,70,0.7000000000000001,29.5,0.05487068971589614
15.0,70,0.8,29.0,0.07016797211105767
15.0,70,0.9,29.0,0.050820257054792047
15.0,70,1.0,29.0,0.0381550096086779
15.0,70,1.1,29.5,3.4733586324274563
15.0,70,1.2000000000000002,15.0,82.72967872853458
15.0,70,1.3,,inf
15.0,70,1.4000000000000001,,inf
15.0,70,1.5,,inf
15.0,70,1.6,,inf
15.0,75,0.0,31.0,0.02121769501008842
15.0,75,0.1,31.0,0.04740845019772019
15.0,75,0.2,30.0,0.010624135672623342
15.0,75,0.30000000000000004,29.5,0.04928477423672478
15.0,75,0.4,29.5,0.005726141932128561
15.0,75,0.5,29.5,0.048941488007155524
15.0,75,0.6000000000000001,29.0,0.05963430012655521
15.0,75,0.7000000000000001,29.0,0.033979144603692925
15.0,75,0.8,29.0,0.011768657208298708
15.0,75,0.9,29.0,0.007579057847966916
15.0,75,1.0,29.0,0.02024430529408106
15.0,75,1.1,29.5,3.4132505313708688
15.0,75,1.2000000000000002,15.0,82.70481626187492
15.0,75,1.3,,inf
15.0,75,1.4000000000000001,,inf
15.0,75,1.5,,inf
15.0,75,1.6,,inf
15.0,80,0.0,31.0,0.04428039889573471
15.0,80,0.1,30.5,0.01421122800150776
15.0,80,0.2,30.0,0.05123607622200591
15.0,80,0.30000000000000004,29.5,0.010823326819862674
15.0,80,0.4,29.5,0.06583424298871601
15.0,80,0.5,29.0,0.03161748713766913
15.0,80,0.6000000000000001,29.0,0.0012349852237967802
15.0,80,0.7000000000000001,29.0,0.02442017029906551
15.0,80,0.8,29.0,0.046630657694459725
15.0,80,0.9,29.0,0.06597837275072535
15.0,80,1.0,29.0,0.07864362019683949
15.0,80,1.1,29.5,3.3531424303142816
15.0,80,1.2000000000000002,15.0,82.67995379521525
15.0,80,1.3,,inf
15.0,80,1.4000000000000001,,inf
15.0,80,1.5,,inf
15.0,80,1.6,,inf
15.0,85,0.0,30.5,0.006511271501465132
15.0,85,0.1,30.0,0.021930019490661132
15.0,85,0.2,29.5,0.003747828601006233
15.0,85,0.30000000000000004,29.0,0.056545085083182275
15.0,85,0.4,29.0,0.009862933175825336
15.0,85,0.5,29.0,0.026781827765089826
15.0,85,0.6000000000000001,29.0,0.05716432967896218
15.0,85,0.7000000000000001,28.5,0.06890024924259516
15.0,85,0.8,28.5,0.050664861849853915
15.0,85,0.9,28.5,0.03462692567344058
15.0,85,1.0,28.5,0.02447106825878586
15.0,85,1.1,29.5,3.293034329257694
15.0,85,1.2000000000000002,15.0,82.65509132855559
15.0,85,1.3,,inf
15.0,85,1.4000000000000001,,inf
15.0,85,1.5,,inf
15.0,85,1.6,,inf
15.0,90,0.0,30.0,0.032812971512861826
15.0,90,0.1,30.0,0.03993019240396812
15.0,90,0.2,29.5,0.05636027245558122
15.0,90,0.30000000000000004,29.0,0.0018542298195761602
15.0,90,0.4,29.0,0.0485363817269331
15.0,90,0.5,28.5,0.058199441737129466
15.0,90,0.6000000000000001,28.5,0.03323226391344787
